project_name,continent,country,country_code,ecosystem,activity,activity_type,price_type,project_size_ha,project_size_filter,abatement_potential,total_cost_npv,total_cost,capex_npv,capex,opex_npv,opex,cost_per_tco2e,cost_per_tco2e_npv,feasibility_analysis_npv,feasibility_analysis,conservation_planning_npv,conservation_planning,data_collection_npv,data_collection,community_representation_npv,community_representation,blue_carbon_project_planning_npv,blue_carbon_project_planning,establishing_carbon_rights_npv,establishing_carbon_rights,validation_npv,validation,implementation_labor_npv,implementation_labor,monitoring_npv,maintenance_npv,monitoring,maintenance,monitoring_maintenance_npv,monitoring_maintenance,community_benefit_npv,community_benefit,carbon_standard_fees_npv,carbon_standard_fees,baseline_reassessment_npv,baseline_reassessment,mrv_npv,mrv,long_term_project_operating_npv,long_term_project_operating,initial_price_assumption,leftover_after_opex,leftover_after_opex_NPV,total_revenue,total_revenu_npv,credits_issued
Kenya Seagrass Conservation Small,Africa,Kenya,KEN,Seagrass,Conservation,,Opex breakeven,400,Small,13429,2474181,3506979,1268720,1351267,1205460,2155712,334,334,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,0,0,144981,0,240000,0,144981,240000,602730,1140232,794,1480,75812,120000,167296,300000,213847,354000,251.8001106,124751,0,2280463,1205460,7402
Kenya Seagrass Conservation Small,Africa,Kenya,KEN,Seagrass,Conservation,,Market price,400,Small,13429,1943261,2502597,1268720,1351267,674541,1151330,263,263,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,0,0,144981,0,240000,0,144981,240000,71811,135850,794,1480,75812,120000,167296,300000,213847,354000,30,-879631,-530920,271699,143621,7402
Kenya Seagrass Conservation Medium,Africa,Kenya,KEN,Seagrass,Conservation,,Opex breakeven,2000,Medium,13429,2480532,3518908,1268720,1351267,1211812,2167641,67,67,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,0,0,144981,0,240000,0,144981,240000,605906,1146239,3970,7402,75812,120000,167296,300000,213847,354000,50.62535788,124837,0,2292478,1211812,37011
Kenya Seagrass Conservation Medium,Africa,Kenya,KEN,Seagrass,Conservation,,Market price,2000,Medium,13429,2233679,3051917,1268720,1351267,964959,1700650,60,60,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,0,0,144981,0,240000,0,144981,240000,359053,679248,3970,7402,75812,120000,167296,300000,213847,354000,30,-342154,-246853,1358496,718106,37011
Kenya Seagrass Conservation Large,Africa,Kenya,KEN,Seagrass,Conservation,,Opex breakeven,4000,Large,13429,2488471,3533820,1268720,1351267,1219751,2182553,34,34,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,0,0,144981,0,240000,0,144981,240000,609875,1153749,7939,14804,75812,120000,167296,300000,213847,354000,25.47851378,124944,0,2307497,1219751,74022
Kenya Seagrass Conservation Large,Africa,Kenya,KEN,Seagrass,Conservation,,Market price,4000,Large,13429,2596701,3738567,1268720,1351267,1327981,2387301,35,35,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,0,0,144981,0,240000,0,144981,240000,718106,1358496,7939,14804,75812,120000,167296,300000,213847,354000,30,329691,108230,2716992,1436211,74022
Kenya Salt marsh Restoration Planting Small,Africa,Kenya,KEN,Salt marsh,Restoration,Planting,Opex breakeven,100,Small,18,2585557,3520331,1345264,1437368,1240293,2082963,605,605,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,76544,86101,144981,17694,240000,21517,162675,261517,620147,1046592,516,854,75812,120000,167296,300000,213847,354000,417.6301791,10221,0,2093184,1240293,4271
Kenya Salt marsh Restoration Hydrology Small,Africa,Kenya,KEN,Salt marsh,Restoration,Hydrology,Opex breakeven,100,Small,18,2605963,3545508,1359042,1452866,1246921,2092642,488,488,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,90322,101600,144981,20879,240000,25390,165860,265390,623460,1052185,645,1068,75812,120000,167296,300000,213847,354000,335.8895422,11728,0,2104370,1246921,5339
Kenya Salt marsh Restoration Planting Small,Africa,Kenya,KEN,Salt marsh,Restoration,Planting,Market price,100,Small,18,2009958,2548920,1345264,1437368,664694,1111552,471,471,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,76544,86101,144981,17694,240000,21517,162675,261517,44548,75181,516,854,75812,120000,167296,300000,213847,354000,30,-961190,-575599,150362,89095,4271
Kenya Salt marsh Restoration Hydrology Small,Africa,Kenya,KEN,Salt marsh,Restoration,Hydrology,Market price,100,Small,18,2038187,2587300,1359042,1452866,679145,1134433,382,382,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,90322,101600,144981,20879,240000,25390,165860,265390,55684,93976,645,1068,75812,120000,167296,300000,213847,354000,30,-946481,-567776,187952,111369,5339
Kenya Salt marsh Restoration Planting Medium,Africa,Kenya,KEN,Salt marsh,Restoration,Planting,Opex breakeven,500,Medium,18,3026469,4085541,1644079,1781773,1382390,2303768,145,145,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,375359,430506,144981,86770,240000,107584,231751,347584,691195,1178020,2489,4164,75812,120000,167296,300000,213847,354000,96.09282664,52273,0,2356041,1382390,20821
Kenya Salt marsh Restoration Hydrology Medium,Africa,Kenya,KEN,Salt marsh,Restoration,Hydrology,Opex breakeven,500,Medium,18,3126515,4211118,1711644,1859264,1414871,2351854,120,120,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,442923,507998,144981,102388,240000,126949,247369,366949,707436,1205700,3111,5205,75812,120000,167296,300000,213847,354000,78.68054779,59546,0,2411400,1414871,26026
Kenya Salt marsh Restoration Planting Medium,Africa,Kenya,KEN,Salt marsh,Restoration,Planting,Market price,500,Medium,18,2551064,3275297,1644079,1781773,906985,1493523,123,123,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,375359,430506,144981,86770,240000,107584,231751,347584,215790,367776,2489,4164,75812,120000,167296,300000,213847,354000,30,-757971,-475406,735552,431579,20821
Kenya Salt marsh Restoration Hydrology Medium,Africa,Kenya,KEN,Salt marsh,Restoration,Hydrology,Market price,500,Medium,18,2688816,3465138,1711644,1859264,977173,1605873,103,103,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,442923,507998,144981,102388,240000,126949,247369,366949,269737,459720,3111,5205,75812,120000,167296,300000,213847,354000,30,-686434,-437699,919439,539474,26026
Kenya Salt marsh Restoration Planting Large,Africa,Kenya,KEN,Salt marsh,Restoration,Planting,Opex breakeven,1000,Large,18,3615194,4873047,2068082,2292279,1547112,2580767,92,92,50000,50000,629559,667067,153925,160000,249345,264200,88900,100000,129504,140000,44450,50000,722399,861013,144981,166993,240000,215167,311974,455167,773556,1343699,4626,7901,75812,120000,167296,300000,213847,354000,57.37812108,106631,0,2687398,1547112,39506
Kenya Salt marsh Restoration Hydrology Large,Africa,Kenya,KEN,Salt marsh,Restoration,Hydrology,Opex breakeven,1000,Large,18,3807656,5122957,2198113,2447262,1609543,2675695,77,77,50000,50000,629559,667067,153925,160000,249345,264200,88900,100000,129504,140000,44450,50000,852431,1015995,144981,197052,240000,253897,342033,493897,804771,1397921,5783,9877,75812,120000,167296,300000,213847,354000,47.75480531,120148,0,2795843,1609543,49383
Kenya Salt marsh Restoration Planting Large,Africa,Kenya,KEN,Salt marsh,Restoration,Planting,Market price,1000,Large,18,3246089,4231897,2068082,2292279,1178008,1939618,82,82,50000,50000,629559,667067,153925,160000,249345,264200,88900,100000,129504,140000,44450,50000,722399,861013,144981,166993,240000,215167,311974,455167,404452,702550,4626,7901,75812,120000,167296,300000,213847,354000,30,-534519,-369105,1405099,808903,39506
Kenya Salt marsh Restoration Hydrology Large,Africa,Kenya,KEN,Salt marsh,Restoration,Hydrology,Market price,1000,Large,18,3508449,4603222,2198113,2447262,1310336,2155961,71,71,50000,50000,629559,667067,153925,160000,249345,264200,88900,100000,129504,140000,44450,50000,852431,1015995,144981,197052,240000,253897,342033,493897,505565,878187,5783,9877,75812,120000,167296,300000,213847,354000,30,-399587,-299207,1756374,1011129,49383
Kenya Salt marsh Conservation Small,Africa,Kenya,KEN,Salt marsh,Conservation,,Opex breakeven,800,Small,399,2477860,3519491,1268720,1351267,1209140,2168225,100,100,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,0,0,144981,0,240000,0,144981,240000,604570,1149289,2634,4936,75812,120000,167296,300000,213847,354000,75.985051,130352,0,2298577,1209140,24680
Kenya Salt marsh Conservation Small,Africa,Kenya,KEN,Salt marsh,Conservation,,Market price,800,Small,399,2111983,2823958,1268720,1351267,843263,1472692,86,86,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,0,0,144981,0,240000,0,144981,240000,238693,453756,2634,4936,75812,120000,167296,300000,213847,354000,30,-565180,-365877,907512,477386,24680
Kenya Salt marsh Conservation Medium,Africa,Kenya,KEN,Salt marsh,Conservation,,Opex breakeven,4000,Medium,399,2498930,3559262,1268720,1351267,1230210,2207996,20,20,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,0,0,144981,0,240000,0,144981,240000,615105,1169316,13169,24680,75812,120000,167296,300000,213847,354000,15.46182642,130635,0,2338631,1230210,123401
Kenya Salt marsh Conservation Medium,Africa,Kenya,KEN,Salt marsh,Conservation,,Market price,4000,Medium,399,3077290,4658726,1268720,1351267,1808570,3307459,25,25,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,0,0,144981,0,240000,0,144981,240000,1193465,2268779,13169,24680,75812,120000,167296,300000,213847,354000,30,1230099,578360,4537558,2386930,123401
Kenya Salt marsh Conservation Large,Africa,Kenya,KEN,Salt marsh,Conservation,,Opex breakeven,8000,Large,399,2525268,3608976,1268720,1351267,1256547,2257709,10,10,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,0,0,144981,0,240000,0,144981,240000,628274,1194349,26337,49360,75812,120000,167296,300000,213847,354000,7.896423347,130990,0,2388699,1256547,246801
Kenya Salt marsh Conservation Large,Africa,Kenya,KEN,Salt marsh,Conservation,,Market price,8000,Large,399,4283924,6952185,1268720,1351267,3015204,5600918,17,17,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,0,0,144981,0,240000,0,144981,240000,2386930,4537558,26337,49360,75812,120000,167296,300000,213847,354000,30,3474198,1758656,9075116,4773860,246801
Mexico Mangrove Restoration Planting Small,North America,Mexico,MEX,Mangrove,Restoration,Planting,Opex breakeven,100,Small,1258401,4907387,6514585,2714597,2976067,2192790,3538518,209,209,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,1421150,1598600,143773,328520,238000,399490,472293,637490,1096395,1850335,2835,4693,75812,120000,167296,300000,378159,626000,134.3804781,162151,0,3700669,2192790,23467
Mexico Mangrove Restoration Hydrology Small,North America,Mexico,MEX,Mangrove,Restoration,Hydrology,Opex breakeven,100,Small,1258401,3179017,4392357,1531698,1645467,1647318,2746891,108,108,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,238251,268000,143773,55075,238000,66973,198848,304973,823659,1390051,3544,5867,75812,120000,167296,300000,378159,626000,80.76190954,33211,0,2780102,1647318,29333
Mexico Mangrove Restoration Hybrid Small,North America,Mexico,MEX,Mangrove,Restoration,Hybrid,Opex breakeven,100,Small,1258401,3866980,5237342,2002155,2174667,1864825,3062675,132,132,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,708708,797200,143773,163829,238000,199220,307602,437220,932412,1573588,3544,5867,75812,120000,167296,300000,378159,626000,91.42544157,84502,0,3147177,1864825,29333
Mexico Mangrove Restoration Planting Small,North America,Mexico,MEX,Mangrove,Restoration,Planting,Market price,100,Small,1258401,4055759,5077331,2714597,2976067,1341162,2101265,173,173,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,1421150,1598600,143773,328520,238000,399490,472293,637490,244767,413081,2835,4693,75812,120000,167296,300000,378159,626000,30,-1275103,-851629,826162,489533,23467
Mexico Mangrove Restoration Hydrology Small,North America,Mexico,MEX,Mangrove,Restoration,Hydrology,Market price,100,Small,1258401,2661316,3518658,1531698,1645467,1129617,1873191,91,91,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,238251,268000,143773,55075,238000,66973,198848,304973,305958,516351,3544,5867,75812,120000,167296,300000,378159,626000,30,-840488,-517700,1032703,611917,29333
Mexico Mangrove Restoration Hybrid Small,North America,Mexico,MEX,Mangrove,Restoration,Hybrid,Market price,100,Small,1258401,3240526,4180105,2002155,2174667,1238371,2005438,110,110,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,708708,797200,143773,163829,238000,199220,307602,437220,305958,516351,3544,5867,75812,120000,167296,300000,378159,626000,30,-972735,-626454,1032703,611917,29333
Mexico Mangrove Restoration Planting Medium,North America,Mexico,MEX,Mangrove,Restoration,Planting,Opex breakeven,500,Medium,1258401,13041999,16747668,8262546,9370467,4779453,7377201,114,114,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,6969099,7993000,143773,1611012,238000,1997451,1754785,2235451,2389727,4072870,13674,22880,75812,120000,167296,300000,378159,626000,60.46585308,768539,0,8145740,4779453,114400
Mexico Mangrove Restoration Hydrology Medium,North America,Mexico,MEX,Mangrove,Restoration,Hydrology,Opex breakeven,500,Medium,1258401,4566221,6158247,2461794,2717467,2104428,3440780,32,32,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,1168346,1340000,143773,270081,238000,334866,413854,572866,1052214,1793314,17093,28600,75812,120000,167296,300000,378159,626000,21.29883987,145848,0,3586628,2104428,143000
Mexico Mangrove Restoration Hybrid Medium,North America,Mexico,MEX,Mangrove,Restoration,Hybrid,Opex breakeven,500,Medium,1258401,7939887,10374414,4768842,5363467,3171046,5010947,56,56,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,3475394,3986000,143773,803390,238000,996101,947163,1234101,1585523,2702246,17093,28600,75812,120000,167296,300000,378159,626000,32.09404334,393544,0,5404491,3171046,143000
Mexico Mangrove Restoration Planting Medium,North America,Mexico,MEX,Mangrove,Restoration,Planting,Market price,500,Medium,1258401,11837930,14695543,8262546,9370467,3575384,5325076,103,103,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,6969099,7993000,143773,1611012,238000,1997451,1754785,2235451,1185658,2020746,13674,22880,75812,120000,167296,300000,378159,626000,30,-1283585,-1204069,4041491,2371315,114400
Mexico Mangrove Restoration Hydrology Medium,North America,Mexico,MEX,Mangrove,Restoration,Hydrology,Market price,500,Medium,1258401,4996079,6890865,2461794,2717467,2534286,4173398,35,35,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,1168346,1340000,143773,270081,238000,334866,413854,572866,1482072,2525932,17093,28600,75812,120000,167296,300000,378159,626000,30,878466,429858,5051864,2964144,143000
Mexico Mangrove Restoration Hybrid Medium,North America,Mexico,MEX,Mangrove,Restoration,Hybrid,Market price,500,Medium,1258401,7836437,10198100,4768842,5363467,3067595,4834633,55,55,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,3475394,3986000,143773,803390,238000,996101,947163,1234101,1482072,2525932,17093,28600,75812,120000,167296,300000,378159,626000,30,217231,-103451,5051864,2964144,143000
Mexico Mangrove Restoration Planting Large,North America,Mexico,MEX,Mangrove,Restoration,Planting,Opex breakeven,1000,Large,1258401,22564718,29524512,14782832,17443467,7781886,12081045,104,104,50000,50000,629559,667067,153925,160000,274072,290400,88900,100000,129504,140000,44450,50000,13412423,15986000,143773,3100484,238000,3994901,3244257,4232901,3890943,6758731,25419,43413,75812,120000,167296,300000,378159,626000,52.52679699,1436416,0,13517461,7781886,217067
Mexico Mangrove Restoration Hydrology Large,North America,Mexico,MEX,Mangrove,Restoration,Hydrology,Opex breakeven,1000,Large,1258401,6252158,8432454,3618958,4137467,2633200,4294988,23,23,50000,50000,629559,667067,153925,160000,274072,290400,88900,100000,129504,140000,44450,50000,2248548,2680000,143773,519786,238000,669732,663559,907732,1316600,2286989,31774,54267,75812,120000,167296,300000,378159,626000,14.21902636,278990,0,4573978,2633200,271333
Mexico Mangrove Restoration Hybrid Large,North America,Mexico,MEX,Mangrove,Restoration,Hybrid,Opex breakeven,1000,Large,1258401,12744968,16829796,8059002,9429467,4685966,7400329,47,47,50000,50000,629559,667067,153925,160000,274072,290400,88900,100000,129504,140000,44450,50000,6688592,7972000,143773,1546169,238000,1992203,1689942,2230203,2342983,4069859,31774,54267,75812,120000,167296,300000,378159,626000,25.30376673,739390,0,8139719,4685966,271333
Mexico Mangrove Restoration Planting Large,North America,Mexico,MEX,Mangrove,Restoration,Planting,Market price,1000,Large,1258401,20896037,26625943,14782832,17443467,6113205,9182476,96,96,50000,50000,629559,667067,153925,160000,274072,290400,88900,100000,129504,140000,44450,50000,13412423,15986000,143773,3100484,238000,3994901,3244257,4232901,2222262,3860162,25419,43413,75812,120000,167296,300000,378159,626000,30,-1462153,-1668682,7720323,4444523,217067
Mexico Mangrove Restoration Hydrology Large,North America,Mexico,MEX,Mangrove,Restoration,Hydrology,Market price,1000,Large,1258401,7713385,10970667,3618958,4137467,4094427,6833201,28,28,50000,50000,629559,667067,153925,160000,274072,290400,88900,100000,129504,140000,44450,50000,2248548,2680000,143773,519786,238000,669732,663559,907732,2777827,4825202,31774,54267,75812,120000,167296,300000,378159,626000,30,2817203,1461227,9650404,5555654,271333
Mexico Mangrove Restoration Hybrid Large,North America,Mexico,MEX,Mangrove,Restoration,Hybrid,Market price,1000,Large,1258401,13179812,17585138,8059002,9429467,5120810,8155671,49,49,50000,50000,629559,667067,153925,160000,274072,290400,88900,100000,129504,140000,44450,50000,6688592,7972000,143773,1546169,238000,1992203,1689942,2230203,2777827,4825202,31774,54267,75812,120000,167296,300000,378159,626000,30,1494733,434844,9650404,5555654,271333
Mexico Mangrove Conservation Small,North America,Mexico,MEX,Mangrove,Conservation,,Opex breakeven,4000,Small,3673709,2876598,4144546,1293447,1377467,1583151,2767079,12,12,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,0,0,143773,0,238000,0,143773,238000,791575,1435667,26536,47412,75812,120000,167296,300000,378159,626000,10.05703772,104254,0,2871333,1583151,237062
Mexico Mangrove Conservation Small,North America,Mexico,MEX,Mangrove,Conservation,,Market price,4000,Small,3673709,4446281,6991452,1293447,1377467,3152834,5613986,19,19,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,0,0,143773,0,238000,0,143773,238000,2361258,4282573,26536,47412,75812,120000,167296,300000,378159,626000,30,2951161,1569683,8565147,4722517,237062
Mexico Mangrove Conservation Medium,North America,Mexico,MEX,Mangrove,Conservation,,Opex breakeven,20000,Medium,3673709,3088883,4526704,1293447,1377467,1795436,3149237,3,3,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,0,0,143773,0,238000,0,143773,238000,897718,1628175,132678,237062,75812,120000,167296,300000,378159,626000,2.281117223,107114,0,3256351,1795436,1185310
Mexico Mangrove Conservation Medium,North America,Mexico,MEX,Mangrove,Conservation,,Market price,20000,Medium,3673709,13997457,24311395,1293447,1377467,12704010,22933929,12,12,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,0,0,143773,0,238000,0,143773,238000,11806292,21412867,132678,237062,75812,120000,167296,300000,378159,626000,30,19891805,10908574,42825734,23612584,1185310
Mexico Mangrove Conservation Large,North America,Mexico,MEX,Mangrove,Conservation,,Opex breakeven,40000,Large,3673709,4202252,6223092,1664835,1769433,2537417,4453658,2,2,50000,50000,786949,833833,153925,160000,411107,435600,88900,100000,129504,140000,44450,50000,0,0,287546,0,476000,0,287546,476000,1268708,2301034,265356,474124,75812,120000,167296,300000,472698,782500,1.611905371,148411,0,4602069,2537417,2370619
Mexico Mangrove Conservation Large,North America,Mexico,MEX,Mangrove,Conservation,,Market price,40000,Large,3673709,26546128,46747791,1664835,1769433,24881293,44978358,11,11,50000,50000,786949,833833,153925,160000,411107,435600,88900,100000,129504,140000,44450,50000,0,0,287546,0,476000,0,287546,476000,23612584,42825734,265356,474124,75812,120000,167296,300000,472698,782500,30,40673110,22343875,85651468,47225168,2370619
Mexico Seagrass Restoration Planting Small,North America,Mexico,MEX,Seagrass,Restoration,Planting,Opex breakeven,100,Small,70775,8516726,10945425,5186351,5756455,3330375,5188971,4220,4220,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,3892904,4378988,143773,899904,238000,1094309,1043677,1332309,1665187,2810258,244,404,75812,120000,167296,300000,378159,626000,2373.195899,431545,0,5620516,3330375,2018
Mexico Seagrass Restoration Planting Small,North America,Mexico,MEX,Seagrass,Restoration,Planting,Market price,100,Small,70775,6872589,8170692,5186351,5756455,1686237,2414238,3405,3405,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,3892904,4378988,143773,899904,238000,1094309,1043677,1332309,21050,35525,244,404,75812,120000,167296,300000,378159,626000,30,-2343188,-1644137,71050,42100,2018
Mexico Seagrass Restoration Planting Medium,North America,Mexico,MEX,Seagrass,Restoration,Planting,Opex breakeven,500,Medium,70775,30742060,38856965,20383651,23272406,10358409,15584559,3125,3125,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,19090204,21894939,143773,4412989,238000,5471545,4556762,5709545,5179204,8827046,1176,1968,75812,120000,167296,300000,378159,626000,1523.794766,2069533,0,17654092,10358409,9838
Mexico Seagrass Restoration Planting Medium,North America,Mexico,MEX,Seagrass,Restoration,Planting,Market price,500,Medium,70775,25664822,30203703,20383651,23272406,5281171,6931297,2609,2609,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,19090204,21894939,143773,4412989,238000,5471545,4556762,5709545,101967,173784,1176,1968,75812,120000,167296,300000,378159,626000,30,-6583729,-5077238,347568,203933,9838
Mexico Seagrass Restoration Planting Large,North America,Mexico,MEX,Seagrass,Restoration,Planting,Opex breakeven,1000,Large,70775,56631121,73563647,38110580,45247345,18520541,28316301,3034,3034,50000,50000,629559,667067,153925,160000,274072,290400,88900,100000,129504,140000,44450,50000,36740170,43789879,143773,8493044,238000,10943091,8636817,11181091,9260270,16085477,2186,3734,75812,120000,167296,300000,378159,626000,1453.620996,3854653,0,32170954,18520541,18668
Mexico Seagrass Restoration Planting Large,North America,Mexico,MEX,Seagrass,Restoration,Planting,Market price,1000,Large,70775,47561965,57810144,38110580,45247345,9451385,12562798,2548,2548,50000,50000,629559,667067,153925,160000,274072,290400,88900,100000,129504,140000,44450,50000,36740170,43789879,143773,8493044,238000,10943091,8636817,11181091,191115,331974,2186,3734,75812,120000,167296,300000,378159,626000,30,-11898850,-9069156,663948,382229,18668
Mexico Seagrass Conservation Small,North America,Mexico,MEX,Seagrass,Conservation,,Opex breakeven,400,Small,1128651,2825115,4111735,1293447,1377467,1531668,2734268,382,382,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,0,0,143773,0,238000,0,143773,238000,765834,1448787,794,1480,75812,120000,167296,300000,378159,626000,319.939245,163307,0,2897575,1531668,7402
Mexico Seagrass Conservation Small,North America,Mexico,MEX,Seagrass,Conservation,,Market price,400,Small,1128651,2131092,2798797,1293447,1377467,837644,1421330,288,288,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,0,0,143773,0,238000,0,143773,238000,71811,135850,794,1480,75812,120000,167296,300000,378159,626000,30,-1149631,-694023,271699,143621,7402
Mexico Seagrass Conservation Medium,North America,Mexico,MEX,Seagrass,Conservation,,Opex breakeven,2000,Medium,1128651,2831466,4123664,1293447,1377467,1538019,2746197,77,77,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,0,0,143773,0,238000,0,143773,238000,769009,1454795,3970,7402,75812,120000,167296,300000,378159,626000,64.25318475,163393,0,2909590,1538019,37011
Mexico Seagrass Conservation Medium,North America,Mexico,MEX,Seagrass,Conservation,,Market price,2000,Medium,1128651,2421509,3348117,1293447,1377467,1128062,1970650,65,65,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,0,0,143773,0,238000,0,143773,238000,359053,679248,3970,7402,75812,120000,167296,300000,378159,626000,30,-612154,-409956,1358496,718106,37011
Mexico Seagrass Conservation Large,North America,Mexico,MEX,Seagrass,Conservation,,Opex breakeven,4000,Large,1128651,2839405,4138576,1293447,1377467,1545958,2761109,38,38,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,0,0,143773,0,238000,0,143773,238000,772979,1462305,7939,14804,75812,120000,167296,300000,378159,626000,32.29242722,163500,0,2924609,1545958,74022
Mexico Seagrass Conservation Large,North America,Mexico,MEX,Seagrass,Conservation,,Market price,4000,Large,1128651,2784532,4034767,1293447,1377467,1491085,2657301,38,38,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,0,0,143773,0,238000,0,143773,238000,718106,1358496,7939,14804,75812,120000,167296,300000,378159,626000,30,59691,-54874,2716992,1436211,74022
Mexico Salt marsh Restoration Planting Small,North America,Mexico,MEX,Salt marsh,Restoration,Planting,Opex breakeven,100,Small,137962,6403255,8349815,3740703,4130297,2662552,4219518,1499,1499,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,2447256,2752830,143773,565720,238000,687932,709493,925932,1331276,2246732,516,854,75812,120000,167296,300000,378159,626000,896.5317594,273946,0,4493464,2662552,4271
Mexico Salt marsh Restoration Hydrology Small,North America,Mexico,MEX,Salt marsh,Restoration,Hydrology,Opex breakeven,100,Small,137962,3424774,4691636,1703722,1838970,1721052,2852666,642,642,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,410274,461503,143773,94841,238000,115330,238614,353330,860526,1452269,645,1068,75812,120000,167296,300000,378159,626000,463.6086823,51872,0,2904538,1721052,5339
Mexico Salt marsh Restoration Hybrid Small,North America,Mexico,MEX,Salt marsh,Restoration,Hybrid,Opex breakeven,100,Small,137962,4609464,6146721,2513860,2750265,2095604,3396456,863,863,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,1220413,1372799,143773,282117,238000,343062,425890,581062,1047802,1768326,645,1068,75812,120000,167296,300000,378159,626000,564.5035793,140195,0,3536651,2095604,5339
Mexico Salt marsh Restoration Planting Small,North America,Mexico,MEX,Salt marsh,Restoration,Planting,Market price,100,Small,137962,5116527,6178264,3740703,4130297,1375824,2047967,1198,1198,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,2447256,2752830,143773,565720,238000,687932,709493,925932,44548,75181,516,854,75812,120000,167296,300000,378159,626000,30,-1897605,-1286729,150362,89095,4271
Mexico Salt marsh Restoration Hydrology Small,North America,Mexico,MEX,Salt marsh,Restoration,Hydrology,Market price,100,Small,137962,2619932,3333343,1703722,1838970,916210,1494373,491,491,50000,50000,629559,667067,76963,80000,274072,290400,88900,100000,129504,140000,44450,50000,410274,461503,143773,94841,238000,115330,238614,353330,55684,93976,645,1068,75812,120000,167296,300000,378159,626000,30,-1306421,-804841,187952,111369,5339
